try_acc_species_id	try_acc_species_name	plant_growth_form	succulent	climber	parasitic	aquatic	epiphyte	crop	palmoid	woodiness
592	Acacia semirigida	tree								woody
593	Acacia senegal	tree								woody
594	Acacia senegalensis	tree								woody
595	Acacia sertiformis	tree								woody
596	Acacia sessiliceps	tree								woody
597	Acacia seyal	tree								woody
598	Acacia shirleyana	shrub/tree								woody
599	Acacia shirleyi	tree								woody
600	Acacia sibilans	tree								woody
65192	Acacia sibirica	shrub/tree								woody
601	Acacia siculiformis	tree								woody
602	Acacia sieberana	tree								woody
603	Acacia sieberiana	tree								woody
604	Acacia silvestris	tree								woody
65193	Acacia simmonsiana	shrub								woody
605	Acacia simsii	tree								woody
606	Acacia sophorae	tree								woody
608	Acacia spathulata	shrub/tree								woody
609	Acacia spectabilis	tree								woody
65194	Acacia spilleriana	shrub								woody
65195	Acacia spinescens	shrub								woody
65196	Acacia spirocarpa	tree								woody
72633	Acacia splendens	shrub								woody
610	Acacia spondylophylla	shrub								woody
65197	Acacia spooneri	shrub								woody
65198	Acacia sporadica	shrub								woody
65199	Acacia squamata	shrub								woody
65200	Acacia standleyi	shrub/tree								woody
65201	Acacia startii	shrub								woody
65202	Acacia steedmanii	shrub/tree								woody
65203	Acacia stellaticeps	shrub								woody
611	Acacia stenophylla	tree								woody
612	Acacia stereophylla	tree								woody
613	Acacia stipuligera	tree								woody
614	Acacia stowardii	tree								woody
615	Acacia stricta	shrub/tree								woody
65204	Acacia strongylophylla	shrub								woody
616	Acacia stuhlmannii	shrub/tree								woody
617	Acacia suaveolens	shrub								woody
65205	Acacia subangulata	tree								woody
65206	Acacia subcaerulea	shrub								woody
618	Acacia subporosa	tree								woody
65207	Acacia subracemosa	shrub								woody
619	Acacia subtessarogona	tree								woody
620	Acacia subtilinervis	shrub								woody
621	Acacia subulata	tree								woody
622	Acacia sulcata	tree								woody
623	Acacia suma	tree								woody
624	Acacia sundra	tree								woody
65208	Acacia sutherlandii	shrub/tree								woody
625	Acacia swazica	shrub/tree								woody
626	Acacia tanganyikensis	tree								woody
627	Acacia telmica	tree								woody
628	Acacia tenuifolia	tree								woody
629	Acacia tenuispina	shrub								woody
630	Acacia tenuissima	shrub								woody
631	Acacia terminalis	shrub/tree								woody
632	Acacia tetragonophylla	shrub								woody
65209	Acacia tetraneura	shrub								woody
633	Acacia tindaleae	shrub								woody
634	Acacia tomentosa	tree								woody
65210	Acacia toondulya	tree								woody
635	Acacia torrei	shrub								woody
636	Acacia torringtonensis	tree								woody
65211	Acacia torta									woody
637	Acacia tortilis	shrub/tree								woody
638	Acacia tortuosa	tree								woody
639	Acacia torulosa	tree								woody
640	Acacia trachycarpa	tree								woody
65212	Acacia trachyphloia	tree								woody
65213	Acacia tratmaniana	shrub								woody
641	Acacia trinervata	tree								woody
642	Acacia trineura	shrub								woody
643	Acacia triptera	shrub								woody
65214	Acacia triquetra	shrub								woody
65215	Acacia tropica	shrub/tree								woody
644	Acacia truncata	shrub								woody
645	Acacia tucumanensis	tree								woody
646	Acacia tumida	tree								woody
647	Acacia ulicifolia	shrub								woody
648	Acacia ulicina	tree								woody
65216	Acacia umbellata	shrub/tree								woody
649	Acacia uncinata	shrub								woody
65217	Acacia undosa	shrub								woody
650	Acacia undulifolia	tree								woody
651	Acacia urophylla	tree								woody
65218	Acacia velutina									woody
652	Acacia venulosa	tree								woody
653	Acacia verek	shrub/tree								woody
72634	Acacia vermicularis									woody
654	Acacia verniciflua	shrub/tree								woody
655	Acacia veronica	tree								woody
656	Acacia verticillata	shrub/tree								woody
657	Acacia vestita	tree								woody
658	Acacia victoriae	shrub								woody
659	Acacia viguieri	shrub/tree								woody
660	Acacia viscidula	tree								woody
661	Acacia visco	tree								woody
662	Acacia vittata	tree								woody
59333	Acacia vypres									woody
663	Acacia wattsiana	tree								woody
664	Acacia welwitschii	tree								woody
665	Acacia whibleyana	tree								woody
666	Acacia wilhelmiana	shrub								woody
667	Acacia willardiana	tree								woody
668	Acacia williamsiana	tree								woody
669	Acacia wrightii	shrub/tree								woody
670	Acacia xanthophloea	tree								woody
671	Acacia xiphophylla	tree								woody
672	Acacia yorkrakinensis	tree								woody
65219	Acacia zanzibarica	shrub/tree								woody
65220	Acaciella angustissima	shrub/tree								woody
674	Acaena agnipila	herb								non-woody
675	Acaena alpina	shrub								woody
676	Acaena anserinifolia	herb								non-woody
677	Acaena antarctica	herb								non-woody
678	Acaena argentea	herb								non-woody
679	Acaena caesiiglauca	herb								non-woody
681	Acaena echinata	herb								non-woody
65221	Acaena fissistipula	herb								non-woody
682	Acaena integerrima	herb								non-woody
683	Acaena leptacantha	herb								non-woody
684	Acaena lucida	herb								non-woody
686	Acaena magellanica	herb								non-woody
687	Acaena multifida	herb								non-woody
688	Acaena novae-zelandiae	herb		climber						non-woody
689	Acaena ovalifolia	herb								non-woody
690	Acaena ovina	herb								non-woody
65222	Acaena pallida	herb								non-woody
691	Acaena pinnatifida	herb								non-woody
695	Acaena sericea	herb								non-woody
698	Acaena splendens	herb								non-woody
701	Acaena tenera	herb								non-woody
703	Acalypha acrogyna	shrub								woody
704	Acalypha allenii	herb								non-woody
705	Acalypha ambigua	herb								non-woody
706	Acalypha arvensis	herb								non-woody
707	Acalypha australis	herb								non-woody
708	Acalypha bipartita	shrub								woody
709	Acalypha brachystachya	herb								non-woody
710	Acalypha caperonioides	herb								non-woody
711	Acalypha caturus	tree								woody
712	Acalypha chirindica	shrub/tree								woody
713	Acalypha ciliata	herb								non-woody
714	Acalypha cincta	shrub								woody
715	Acalypha claoxyloides	shrub								woody
716	Acalypha clutioides	shrub/tree								woody
717	Acalypha communis	herb								non-woody
718	Acalypha compacta	shrub								woody
719	Acalypha crenata	herb/shrub								non-woody/woody
720	Acalypha dikuluwensis	shrub/tree								woody
721	Acalypha diversifolia	shrub								woody
722	Acalypha filipes	herb								non-woody
723	Acalypha fimbriata	herb								non-woody
724	Acalypha fruticosa	shrub								woody
725	Acalypha fuscescens	herb								non-woody
726	Acalypha glabrata	shrub/tree								woody
727	Acalypha grandis	shrub/tree								woody
728	Acalypha hamiltoniana	shrub								woody
65225	Acalypha havanensis	herb								non-woody
729	Acalypha hispida	shrub								woody
730	Acalypha indica	herb								non-woody
731	Acalypha lanceolata	herb/shrub								non-woody/woody
732	Acalypha langiana	herb								non-woody
62097	Acalypha lepinei	shrub								woody
733	Acalypha macrostachya	tree								woody
734	Acalypha mapirensis	tree								woody
735	Acalypha nemorum	shrub								woody
736	Acalypha neptunica	shrub/tree								woody
737	Acalypha nyasica	herb								non-woody
738	Acalypha ornata	shrub								woody
65226	Acalypha ostryifolia	herb								non-woody
739	Acalypha paucifolia	herb								non-woody
65227	Acalypha peduncularis	herb								non-woody
65228	Acalypha phleoides	herb								non-woody
740	Acalypha polymorpha	herb								non-woody
741	Acalypha psilostachya	herb/shrub								non-woody/woody
742	Acalypha pubiflora	shrub								woody
743	Acalypha racemosa	herb/shrub								non-woody/woody
65229	Acalypha rhomboidea	herb								non-woody
744	Acalypha segetalis	herb								non-woody
745	Acalypha skutchii	shrub/tree								woody
746	Acalypha sonderiana	shrub								woody
748	Acalypha stachyura	tree								woody
749	Acalypha villicaulis	herb								non-woody
750	Acalypha virginica	herb								non-woody
751	Acalypha welwitschiana	herb/shrub								non-woody/woody
752	Acalypha wilkesiana	shrub								woody
753	Acampe pachyglossa	herb								non-woody
754	Acampe papillosa	herb								non-woody
755	Acamptopappus shockleyi	herb/shrub								non-woody/woody
756	Acamptopappus sphaerocephalus	shrub								woody
757	Acanthephippium sylhetense	herb								non-woody
65230	Acanthocarpus preissii	herb								non-woody
758	Acanthocereus occidentalis	shrub	succulent							woody
759	Acanthochiton wrightii	herb								non-woody
760	Acantholimon diapensioides	herb/shrub								non-woody/woody
761	Acantholippia seriphioides	shrub								woody
762	Acantholippia trifida	shrub								woody
763	Acanthonychia ramosissima	herb								non-woody
764	Acanthopanax divaricatus	shrub								woody
64178	Acanthopanax gracilistylus	shrub								woody
766	Acanthopanax senticosus	shrub								woody
767	Acanthopanax sessiliflorum	tree								woody
768	Acanthopanax sessiliflorus	shrub								woody
769	Acanthopanax sieboldianus	shrub								woody
770	Acanthopanax spinosus	shrub								woody
771	Acanthopsis disperma	herb								non-woody
772	Acanthosicyos horrida	shrub								woody
65231	Acanthosicyos horridus	shrub								woody
773	Acanthosicyos naudinianus	herb								non-woody
774	Acanthospermum australe	herb								non-woody
775	Acanthospermum hispidum	herb								non-woody
777	Acanthosyris annonagustata	tree								woody
778	Acanthosyris falcata	tree								woody
779	Acanthosyris glabrata	tree								woody
780	Acanthus hirsutus	herb								non-woody
781	Acanthus ilicifolius	herb/shrub								non-woody/woody
782	Acanthus latifolius	herb/shrub								non-woody/woody
783	Acanthus mollis	herb/shrub								non-woody/woody
59331	Acanthus pallens	herb								non-woody
65232	Acanthus pubescens	herb								non-woody
785	Acanthus spinosus	herb								non-woody
786	Acanthus syriacus	herb								non-woody
787	Acca sellowiana	shrub/tree								woody
788	Acer acuminatum	tree								woody
789	Acer albo-purpurascens	tree								woody
790	Acer amoenum	tree								woody
791	Acer argutum	tree								woody
792	Acer barbatum	tree								woody
793	Acer barbinerve	tree								woody
794	Acer buergerianum	shrub/tree								woody
795	Acer caesium	tree								woody
796	Acer campbellii	tree								woody
797	Acer campestre	tree								woody
798	Acer capillipes	tree								woody
799	Acer cappadocicum	tree								woody
800	Acer carpinifolium	tree								woody
801	Acer catalpifolium	tree								woody
65233	Acer caudatifolium	tree								woody
802	Acer caudatum	tree								woody
803	Acer circinatum	shrub/tree								woody
804	Acer circinnatum	tree								woody
805	Acer cissifolium	tree								woody
65234	Acer coriaceum	tree								woody
806	Acer crataegifolium	shrub								woody
807	Acer cultratum	tree								woody
808	Acer dasycarpum	tree								woody
809	Acer davidii	tree								woody
810	Acer decandrum	tree								woody
811	Acer diabolicum	tree								woody
812	Acer distylum	tree								woody
813	Acer erianthum	shrub								woody
65235	Acer flabellatum	tree								woody
814	Acer floridanum	tree								woody
815	Acer fraxinifolium	tree								woody
816	Acer garrettii	tree								woody
817	Acer ginnala	shrub/tree								woody
818	Acer glabrum	shrub/tree								woody
819	Acer granatense	tree								woody
820	Acer grandidentatum	shrub/tree								woody
821	Acer griseum	tree								woody
822	Acer grosseri	shrub/tree								woody
823	Acer heldreichii	tree								woody
65236	Acer henryi	tree								woody
824	Acer hermoneum	tree								woody
65237	Acer hispanicum	tree								woody
825	Acer hyrcanum	tree								woody
65238	Acer ibericum	tree								woody
826	Acer japonicum	tree								woody
827	Acer kawakamii	tree								woody
828	Acer laevigatum	tree								woody
829	Acer laurinum	tree								woody
64179	Acer laxiflorum	tree								woody
830	Acer leucoderme	tree								woody
831	Acer lobelii	tree								woody
64180	Acer longipes	tree								woody
832	Acer lucidum	tree								woody
833	Acer macrophyllum	tree								woody
834	Acer mandshuricum	tree								woody
835	Acer maximowiczianum	tree								woody
836	Acer micranthum	tree								woody
837	Acer miyabei	tree								woody
838	Acer mono	tree								woody
839	Acer monspessulanum	tree								woody
840	Acer morrisonense	tree								woody
841	Acer negundo	tree								woody
842	Acer nigrum	tree								woody
843	Acer nikoense	tree								woody
844	Acer niveum	tree								woody
845	Acer oblongum	tree								woody
846	Acer obtusatum	tree								woody
847	Acer obtusifolium	tree								woody
65239	Acer oliverianum	shrub/tree								woody
848	Acer opalus	tree								woody
65240	Acer opulifolium	tree								woody
65241	Acer orientale	tree								woody
849	Acer palmatum	shrub/tree								woody
850	Acer pectinatum	tree								woody
851	Acer pennsylvanicum	tree								woody
852	Acer pensylvanicum	tree								woody
853	Acer pictum	tree								woody
854	Acer platanoides	tree								woody
856	Acer pseudo-platanus	tree								woody
858	Acer pseudo-sieboldianum	tree								woody
855	Acer pseudoplatanus	tree								woody
857	Acer pseudosieboldianum	tree								woody
59338	Acer ruba	tree								woody
859	Acer rubrum	tree								woody
860	Acer rufinerve	tree								woody
861	Acer saccharinum	tree								woody
862	Acer saccharophorum	tree								woody
863	Acer saccharum	tree								woody
864	Acer sempervirens	shrub/tree								woody
62105	Acer senecaense	tree								woody
865	Acer serrulatum	tree								woody
866	Acer sieboldianum	tree								woody
867	Acer sinense	tree								woody
65242	Acer skutchii	tree								woody
869	Acer spicatum	shrub/tree								woody
870	Acer stachyophyllum	shrub/tree								woody
871	Acer sterculiaceum	shrub/tree								woody
872	Acer stevenii	tree								woody
873	Acer tataricum	shrub/tree								woody
874	Acer tegmentosum	tree								woody
875	Acer trautvetteri	tree								woody
876	Acer triflorum	tree								woody
877	Acer truncatum	tree								woody
878	Acer tschonoskii	shrub/tree								woody
879	Acer ukurunduense	tree								woody
880	Acer velutinum	tree								woody
65243	Acer zoeschense	tree								woody
881	Aceras anthropophorum	herb								non-woody
882	Aceratium concinnum	tree								woody
883	Aceratium doggrellii	tree								woody
884	Aceratium megalospermum	shrub/tree								woody
885	Aceratium sericeum	tree								woody
886	Aceratium sericoleopsis	tree								woody
888	Achatocarpus praecox	tree								woody
